cas,smile,odors
72854-42-3,CCCCCCCOCC(=O)CO,doux
72881-27-7,CCCCCCC/C=C/C(O)=O,"beurre,cire d'abeille,crème,fromage,gras,huile,lactique,prune,vert"
7289-52-3,CCCCCCCCCCOC,doux
72894-07-6,CCCCCCCCCCOCC=O,"cire d'abeille,rose"
72894-12-3,CCCCCCCCC=Nc1ccccc1C(=O)OC,"aldéhyde,fleur d'oranger,floral,rose"
72903-27-6,CCOC(=O)C1CCC(CC1)C(=O)OCC,"éther,framboise,pomme"
72928-51-9,CC1(C)CCCC2=C1CC(CC2)C#N,"marin,terre"
72987-62-3,CCc1nccnc1SC,viande cuite
73003-91-5,CCCC(=O)OC(C)(C)[C@@H]1CC[C@H](C)C2=C(C1)[C@@H](C)CC2,"animal,balsamique,boisé,fruité,prune"
73019-15-5,CCCCCCC(=O)OC\C=C(C)\CCC=C(C)C,cognac
7306-12-9,CC(=O)OCCC(=C)c1ccccc1,"anisé,aubépine,balsamique,fleur d'acacia,floral"
7335-26-4,CCOC(=O)c1ccccc1OC,"framboise,fruité,tubéreuse,ylang-ylang"
73545-15-0,C/C=C/C(=O)OCC(C)C,"ananas,banane,cire d'abeille,doux,fruité,pomme"
73545-16-1,C/C=C/C=C/COC(=O)C(C)C,"ananas,fruité,galbanum,poire,pomme"
7367-81-9,CCCCC/C=C/C(=O)OC,"cire d'abeille,doux,frais,fruité,huile,melon,poire,vert,violette"
7367-82-0,CCCCC/C=C/C(=O)OCC,"ananas,cire d'abeille,fruité,gras,poire,prune,vert"
7367-83-1,CCCCC\C=C/CCC(=O)OC,"mangue,pêche,poire,poisson,vert"
7367-85-3,CCCCCCC/C=C/C(=O)OC,"savon,vert"
7367-88-6,CCCCCCC/C=C/C(=O)OCC,"cire d'abeille,fruité,huile,melon,poire,pomme,savon,vert,violette"
7367-90-0,CCCCCC(O)CC(=O)OCC,"floral,fruité"
7370-44-7,CCCCCCCCCCCC1CCCC(=O)O1,"beurre,cire d'abeille,gras,lactique"
7370-92-5,CCCCCCCCC1CCCC(=O)O1,"beurre,crème,huile,lactique,lait frais,moisi,noix de coco"
73757-27-4,CCCCC\C=C(/C)C=O,vert
74-93-1,CS,"ail,alliacé,crème,essence,fromage,huile,légume,œuf,soufré"
7403-42-1,CC(=O)CC(C)(C)c1ccccc1,"doux,floral,gardénia,miel"
74094-62-5,CCCCCCCCCCC1OCC(C)O1,"floral,gras"
7416-35-5,C\C=C(/C)C1CCC(C)(C)O1,"agrume,boisé,camphre,citron vert,épicé,frais,herbe,menthé,vert"
74367-97-8,CCOC(=O)C1OC1(C)c2ccc(C)cc2,"amande,baie,cerise,doux,floral,fruité,poudré,vanille,vert"
74431-24-6,CCC(=O)O[C@@H]1C[C@H](CC=C1C)C(C)=C,"fruité,menthé"
7452-79-1,CCOC(=O)C(C)CC,"ananas,baie,cerise,ester,frais,fruité,mangue,pomme,raisin,vert"
7460-74-4,CCCCC(=O)OCCc1ccccc1,rose
74758-93-3,CCCC(=O)OCSC,"fruité,légume,métal,moisi,œuf,oignon,soufré"
7492-37-7,CCCC(=O)C(CC)Cc1ccccc1,"baie,boisé,cire d'abeille,floral,fruité,herbe,menthé,prune"
7492-44-6,CCCC\C(C=O)=C/c1ccccc1,"herbe,jasmin,lys,vert"
7492-45-7,CCCCCCC/C=C/C(=O)OCCCC,"abricot,agrume,artichaut,capucine,coriandre,fruité,gras,huile,lactique,pêche,savon,vert"
7492-65-1,O=C(Cc1ccccc1)OC/C=C/c2ccccc2,épicé
7492-66-2,CCOC(OCC)\C=C(C)\CCC=C(C)C,"agrume,cire d'abeille,citron,doux,floral,frais,vert,zesté"
7492-67-3,CC(CCOCC=O)CCC=C(C)C,"agrume,aldéhyde,boisé,chèvrefeuille,cire d'abeille,doux,floral,melon,muguet,savon,vert"
7492-69-5,CC(C)=C(C)C(=O)OCc1ccccc1,"épicé,fruité"
7492-70-8,CCCCOC(=O)C(C)OC(=O)CCC,"babeurre,beurre,cire d'abeille,crème,fromage,gras,lactique,lait frais,sueur,vert"
7493-57-4,CCCOC(C)OCCc1ccccc1,"floral,frais,fruité,herbe,huile,jacinthe,réséda,vert"
7493-58-5,CC(C)C(=O)C(C)=O,"beurre,crème,cuit,doux,ester,fruité,gras"
7493-59-6,CCCCCCCCC(=O)C(C)=O,"aldéhyde,beurre,cire d'abeille,crème,gras,lactique,lait frais,légume,noix de coco,rance"
7493-63-2,Nc1ccccc1C(=O)OCC=C,"floral,héliotrope,raisin"
7493-65-4,C=CCOC(=O)CCCC1CCCCC1,"ananas,fruité"
7493-66-5,C=CCOC(=O)CCCCCC1CCCCC1,fruité
7493-68-7,C=CCOC(=O)CCCCC1CCCCC1,"abricot,ananas,pêche,pomme"
7493-69-8,CCC(CC)C(=O)OCC=C,"cerise,éther,fruit à coque,fruité,noisette,noix de macadamia,pêche,vert"
7493-71-2,C\C=C(/C)C(=O)OCC=C,"baie,fruité"
7493-72-3,CCCCCCCCC(=O)OCC=C,"ananas,baie,cire d'abeille,crème,doux,fruité,vert,vin"
7493-74-5,C=CCOC(=O)COc1ccccc1,"ananas,cacao,camomille,frais,fruité,miel"
7493-75-6,C/C=C/C=C/C(=O)OCC=C,ananas
7493-76-7,C=CCCCCCCCCC(=O)OCC=C,"ananas,cire d'abeille"
7493-78-9,CCCCCC(OC(C)=O)\C=C\c1ccccc1,"balsamique,chocolat,cuir,doux,épicé,fruité,gras,jasmin,poudré,terre"
7493-79-0,CCCCC/C(COC=O)=C/c1ccccc1,"herbe,huile,vert"
7493-80-3,CCCCCC(/COC(=O)CC(C)C)=C/c1ccccc1,"épicé,foin,fruité,huile,tabac"
7493-82-5,CCCCCCC(=O)OCCCCC,"banane,banane verte,citron,fruité,noix de coco"
74962-98-4,CCCCCCCCCC\C=C\CO,"cire d'abeille,concombre,coriandre,gras,métal,terre,zesté"
75-07-0,CC=O,"aldéhyde,éther,frais,fruité,moisi,vert"
75-18-3,CSC,"asperge,baie,chou,crème,doux,essence,fruit de mer,fruité,lactique,légume,maïs,menthé,oignon,poisson,radis,soufré,tomate,vert"
75-33-2,CC(C)S,"bouillon,gaz,jaune d'œuf,œuf,oignon,poireau,poulet,soufré"
75-50-3,CN(C)C,"fruité,huile,poisson,rance,sueur"
7500-42-7,CC1(C)CCCC(C)(O)C1=O,"herbe,tabac"
75039-84-8,CCCCCCCC\C=C\CO,"cire d'abeille,frais,fruité,rose"
7511-41-3,Brc1ccc(NC(=O)c2ccccc2)c(c1)c3ccccc3,"herbe,moisi"
75147-23-8,CC12CCCC(C)(CC1)C2=NO,"buchu,fruité"
7540-51-4,C[C@H](CCO)CCC=C(C)C,"agrume,cire d'abeille,floral,géranium,poudré,rose,vert"
7540-53-6,CCCCC(=O)OCCC(C)CCC=C(C)C,"herbe,miel,rose"
7541-49-3,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC/C(C)=C/CO,"balsamique,capucine,cire d'abeille,floral,jasmin,légume,métal,vert"
7549-33-9,CCC(=O)OCc1ccc(OC)cc1,"anisé,cerise,fruité,pêche,vanille"
7549-37-3,COC(OC)\C=C(C)\CCC=C(C)C,"agrume,aldéhyde,boisé,citron,citron vert,floral,raisin,vert"
7549-41-9,CCCCC(=O)O[C@@H]1CC2CCC1(C)C2(C)C,"baie,boisé,camphre,épicé,sciure,tabac,thé"
75490-39-0,CC(CC(C)(C)C#N)c1ccccc1,"brûlé,gardénia,raisin"
7554-12-3,CCOC(=O)CC(O)C(=O)OCC,"doux,fruité,herbe,vin"
75587-05-2,CCCC(O)CCCC(=O)OCC,"ananas,fruité,gras"
7563-33-9,N.CC(C)CC(O)=O,"doux,fromage,fruité"
75853-49-5,CC(C)CCCCCCCCCCC=O,"agrume,aldéhyde,animal,bouillon,bouillon de viande,carotte,cire d'abeille,coriandre,doux,fruité,graisse,gras,mangue,rance,savon,sueur,suif"
7598-60-9,CCC(=O)Oc1ccccc1OC,"fruit à coque,vanille"
76-09-5,CC(C)(O)C(C)(C)O,"pain,patchouli,terre"
76-22-2,CC1(C)C2CCC1(C)C(=O)C2,camphre
76-49-3,CC(=O)OC1CC2CCC1(C)C2(C)C,"baie,boisé,camphre,cèdre,épicé,herbe,menthol,pin,savon"
762-26-5,CC(C)=CCC\C(C)=C/CCC=O,"aldéhyde,floral,marin,ozone"
762-29-8,CC(C)=CCC\C(C)=C\CC\C(C)=C\CCC(C)=O,"crème,floral,vin"
76238-22-7,CC/C=C/CCCCCOC(C)=O,"beurre,gras,kiwi,melon,métal,poire,vert"
764-39-6,CC/C=C/C=O,"orange,pomme,tomate"
765-05-9,CCCCCCCCCCOC=C,"poudré,rose"
765-70-8,CC1CCC(=O)C1=O,"boisé,brûlé,café,caramel,doux,fruit à coque,pain,sirop d'érable"
765-87-7,O=C1CCCCC1=O,"bouillon,caramel,fruit à coque,sirop d'érable"
766-92-7,CSCc1ccccc1,"agneau,porc cuit,poulet"
76649-14-4,CCCC/C=C/C(C)O,"champignon,cire d'abeille,fruit à coque,melon,terre,vert"
76649-16-6,CCCCC/C=C/CCC(=O)OCC,"ananas,cire d'abeille,cognac,fruité,gras,huile,poire,pomme,vert"
76649-17-7,CC/C=C/CCOC(=O)C(/C)=C\CC,"acajou,cire d'abeille,épicé,frais,fruité,huile,mangue,métal,vert"
76649-22-4,CCCCCC(=O)OCC=C(C)C,"fromage,vert"
76649-23-5,CC(C)C(=O)OCC=C(C)C,"ananas,chrysanthème,framboise,fruit sec,grenade,miel,myrtille"
76649-25-7,CC\C=C\C\C=C\CCO,"champignon,concombre,gras,huile,melon,poisson,poulet,vert,violette"
76649-26-8,CC/C=C/C/C=C/CCOC(C)=O,"cire d'abeille,concombre,frais,fruité,melon,poire,vert"
76788-46-0,CCC1SC(C)C(=N1)C,"cacao,café,chocolat,fruit à coque,légume,moisi,soufré,terre"
77-53-2,C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O,"ambre gris,ambrette,boisé,cèdre,doux,floral,musc,poudré"
77-54-3,C[C@@H]1CC[C@H]2C(C)(C)C3CC12CCC3(C)OC(C)=O,"ambre gris,boisé,cèdre,poudré"
77-70-3,CCOC(=O)C(C)(O)CC,fruit à coque
77-74-7,CCC(C)(O)CC,vert
77-83-8,CCOC(=O)C1OC1(C)c2ccccc2,"baie,doux,floral,fraise,fruité,gras,miel"
77-90-7,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,"doux,vin"
770-27-4,CC\C(C=O)=C/c1occc1,"cannelle,cuir"
774-48-1,CCOC(OCC)c1ccccc1,amande amère
774-55-0,CC(=O)c1ccc2CCCCc2c1,"fleur d'oranger,musc,raisin"
774-64-1,CCCC\C=C/1OC(=O)C(=C1C)C,"beurre,herbe,menthé"
7756-96-9,CCCCOC(=O)c1ccccc1N,"baie,chimique,doux,floral,fruité,poudré,raisin,vin"
7764-50-3,CC1CCC(CC1=O)C(C)=C,"boisé,camphre,épicé,foin,frais,herbe,menthé,menthe verte,pain de seigle,vert"
7774-44-9,CC(C)CC(=O)OC1CCCCC1,"baie,banane,fruité,pomme"
7774-47-2,CCCCC1(CCCC)CCC(=O)O1,"beurre,crème,noix de coco"
7774-60-9,CC(C)C(=O)OC(C)(C)c1ccccc1,"abricot,agrume,banane,fruité,pêche,prune,vert"
7774-73-4,Sc1cscc1,ail
7774-74-5,Sc1sccc1,"café,caramel"
7774-79-0,CC(=O)CCc1ccc(C)cc1,"doux,floral,framboise,fruité,gardénia,prune"
7774-82-5,CCCCCCCCCC\C=C\C=O,"agrume,aldéhyde,cire d'abeille,crème,gras,mandarine,poudré,savon,vert,zesté"
7774-96-1,COc1cc(\C=C\C)ccc1OC=O,"boisé,clou de girofle,doux"
7775-00-0,CC(C)c1ccc(CCC=O)cc1,"doux,floral,fruité,melon,muguet,vert"
7775-38-4,CC(OC=O)c1ccccc1,"boisé,floral,gardénia,mimosa"
7778-83-8,CCCOC(=O)/C=C/c1ccccc1,"abricot,ambre gris,pêche"
7778-87-2,CCCCCCC(=O)OCCC,"agrume,ananas,cire d'abeille,cognac,doux,fermentaire,fraise,fruité,herbe,poire,pomme,raisin,vert,vin"
7778-96-3,CC(C)CC(=O)OCCC(C)CCCC(C)=C,"cerise,rose"
7779-07-9,CCC(C)CCCC(C)C=O,"agrume,aldéhyde,cire d'abeille,frais,herbe,poudré,rose,vert"
7779-16-0,Nc1ccccc1C(=O)OC2CCCCC2,raisin
7779-17-1,O=C(OC1CCCCC1)/C=C/c2ccccc2,"amande amère,cerise,pêche"
7779-23-9,CCCCCC(=O)OC(C)(CCC=C(C)C)C=C,"ananas,animal,fruité,poire"
7779-30-8,CCC(=O)/C=C/C1C(=CCCC1(C)C)C,"baie,boisé,cire d'abeille,confiture,floral,fruité,poudré,violette"
7779-41-1,CCCCCCCCCC(OC)OC,"agrume,herbe,vert"
7779-65-9,CC(C)CCOC(=O)/C=C/c1ccccc1,"ambre gris,baie,cacao,doux,épicé,floral,fruité,moisi,œillet,orchidée,poudré"
7779-70-6,CCCCCCCCC(=O)OCCC(C)C,"abricot,cognac,floral,huile,rhum,vin"
7779-72-8,CC(C)CCOC(=O)C(C)=O,"balsamique,fruité,rhum"
7779-73-9,CC(C)CC(=O)OC1CC2CCC1(C)C2(C)C,"boisé,camphre,frais,huile,pin,pomme verte,vert"
7779-77-3,CC(C)COC(=O)c1ccccc1N,"baie,doux,floral,fruité,miel,raisin"
7779-78-4,CC(C)CC(O)Cc1ccccc1,"ambre gris,crème,floral,herbe,huile,sauge"
7779-80-8,CCCCCCC(=O)OCC(C)C,"fruité,herbe"
7779-94-4,CCOC(CC(C)CCCC(C)(C)O)OCC,"floral,lys,melon,muguet,vert"
7780-06-5,CC(C)OC(=O)\C=C\c1ccccc1,"ambre gris,baie,balsamique,fraise,fruité,pêche,résineux"
7784-67-0,CCOc1ccc(\C=C\C)cc1OC,"clou de girofle,épicé,œillet"
7784-98-7,CCC(=O)\C=C\C1C(C)C=CCC1(C)C,"mousse,patchouli"
7785-26-4,CC1=CC[C@H]2C[C@@H]1C2(C)C,"frais,pin"
7785-33-3,C\C=C(/C)C(=O)OC\C=C(C)\CCC=C(C)C,"agrume,doux,fruité,géranium,herbe,melon"
7785-53-7,CC1=CC[C@@H](CC1)C(C)(C)O,floral
7785-63-9,CCCCCOC(=O)C(/C)=C\C,fruité
7785-64-0,CCCCOC(=O)C(/C)=C\C,"épicé,fruité,rose"
7785-66-2,CCCCOC(=O)C(/C)=C/C,"fruité,herbe"
77851-07-1,CCOC(=O)C1C(=C(C)CCC1(C)C)C,"baie,boisé,épicé,fruité"
7786-29-0,CCCCCCC(C)C=O,"lys,muguet,rose"
7786-44-9,CC/C=C/CC\C=C\CO,"concombre,gras,légume,melon,pomme,vert"
7786-47-2,CCCCCCCCCOC(=O)CC(C)C,"agrume,noisette,pomme"
7786-48-3,CCCCCCCCCOC(=O)CCCCCCC,"champignon,cognac,floral,rose"
7786-58-5,CCCCCCCCOC(=O)CC(C)C,"ananas,miel,pomme,rose"
7786-61-0,COc1cc(C=C)ccc1O,"ambre gris,bacon,cèdre,curry,frais,fumée"
7786-67-6,CC1CCC(C(O)C1)C(C)=C,"boisé,frais,herbe,médicinal,menthé,menthe poivrée,vert"
7787-20-4,CC1(C)[C@H]2CC[C@](C)(C2)C1=O,"boisé,camphre,frais,herbe,humus,médicinal,menthé,terre"
78-35-3,CC(C)C(=O)OC(C)(CCC=C(C)C)C=C,"agrume,baie,bergamote,boisé,doux,floral,fruité,lavande"
78-36-4,CCCC(=O)OC(C)(CCC=C(C)C)C=C,"agrume,ananas,baie,banane,doux,épicé,floral,fruité,myrtille"
78-37-5,CC(C)=CCCC(C)(OC(=O)\C=C\c1ccccc1)C=C,"ambre gris,baie,balsamique,cannelle,épicé,fruité,lys"
78-59-1,CC1=CC(=O)CC(C)(C)C1,"agrume,boisé,camphre,cèdre,cire d'abeille,cuir,doux,frais,fruité,moisi,tabac,vert"
78-69-3,CCC(C)(O)CCCC(C)C,"agrume,boisé,floral,frais,gras,herbe,huile,lilas,lys,rose,thé,zesté"
78-70-6,CC(C)=CCCC(C)(O)C=C,"agrume,aldéhyde,boisé,cire d'abeille,citron,doux,floral,lavande,myrtille,orange,rose,vert"
78-81-9,CC(C)CN,fromage
78-83-1,CC(C)CO,"solvant,vin,whisky"
78-84-2,CC(C)C=O,"aldéhyde,floral,frais,herbe,malté,vert"
78-85-3,CC(=C)C=O,vert
78-92-2,CCC(C)O,abricot
78-93-3,CCC(C)=O,"camphre,chimique,éther,fruité,vert"
78-98-8,CC(=O)C=O,"caramel,crème,doux,éther,lactique,rhum"
78649-62-4,CCCCC1COC2(CCCC2)O1,vert
78989-37-4,CCC/C=C/CCC(=O)OCC,"agrume,poire"
79-09-4,CCC(O)=O,"fruité,lactique,vinaigre"
79-14-1,OCC(O)=O,beurre
79-20-9,COC(C)=O,"cognac,doux,ester,éther,frais,fruité,rhum,solvant,vert,vin,whisky"
79-31-2,CC(C)C(O)=O,"beurre,crème,fromage,lactique,limbourg,rance"
79-42-5,N.CC(S)C(O)=O,"bouillon,soufré"
79-69-6,C[C@@H]1CC=C(C)[C@H](\C=C\C(C)=O)C1(C)C,"baie,boisé,doux,framboise,fruité,poudré,violette"
79-70-9,CC1CCC(=C(\C=C\C(C)=O)C1(C)C)C,"baie,boisé,confiture,doux,floral,fruité,poudré,violette"
79-77-6,CC(=O)/C=C/C1=C(C)CCCC1(C)C,"baie,boisé,doux,floral,framboise,fruité,poudré,violette"
79-78-7,CC1=CCCC(C)(C)C1\C=C\C(=O)CCC=C,"boisé,cire d'abeille,cuir,doux,floral,fruité,herbe,vanille"
79-89-0,CC(=O)C(\C)=C/C1=C(C)CCCC1(C)C,"ambre gris,cire d'abeille,floral"
79-92-5,CC1(C)C2CCC(C2)C1=C,"agrume,boisé,camphre,épicé,frais,herbe,menthé,pin,sapin,vert"
79915-74-5,CC(C)OCCOC(=O)c1ccccc1O,"balsamique,floral,herbe"
80-25-1,CC1CCC(CC1)C(C)(C)OC(C)=O,"boisé,citron vert,eau de cologne,herbe,savon"
80-26-2,CC(=O)OC(C)(C)C1CCC(=CC1)C,"agrume,bergamote,boisé,cire d'abeille,citron vert,épicé,floral,herbe,lavande,raisin"
80-27-3,CCC(=O)OC(C)(C)C1CCC(=CC1)C,"agrume,bois,boisé,doux,fruité,géranium,vert"
80-54-6,CC(Cc1ccc(cc1)C(C)(C)C)C=O,"cumin,muguet,poudré,vert"
80-56-8,CC1=CCC2CC1C2(C)C,"boisé,camphre,doux,épicé,frais,herbe,pin,térébenthine,terre"
80-57-9,CC1=CC(=O)[C@@H]2C[C@H]1C2(C)C,menthol
80-59-1,C\C=C(/C)C(O)=O,"boisé,caramel,confiture,doux,épicé,fruité,racine"
80-62-6,COC(=O)C(C)=C,fruité
80-71-7,CC1=C(O)C(=O)CC1,"caramel,sirop d'érable"
8000-41-7,CC1=CCC(CC1)C(C)(C)O,"boisé,citron vert,floral,pin"
8007-35-0,CC(=O)OC(C)(C)C1CCC(=CC1)C,"bergamote,floral,herbe,lavande,pin"
80118-06-5,CC(C)C(=O)OC(C)CC(C)=C,"camomille,floral,herbe"
8013-90-9,CC(=O)/C=C/C1C(=CCCC1(C)C)C,"boisé,doux,floral"
8021-39-4,COc1ccccc1O,"brûlé,fumée"
8024-22-4,CCCCC/C=C\C\C=C/CCCCCCCC(O)=O,gras
8024-37-1,COc1cc(\C=C\C(=O)CC(=O)\C=C\c2ccc(O)c(OC)c2)ccc1O,"doux,frais,galanga,gingembre,orange,safran"
80417-97-6,CC1CCC2=C(C)C(=O)OC2=C1,"coumarine,foin,noix de coco"
80449-58-7,C[C@@H]1CC[C@]2\3C[C@H]1C(C)(C)[C@@H]2CCC3=C/C(C)=O,"ambre gris,musc"
80466-34-8,C\C=C/C=C/C=O,"aldéhyde,crème,doux,épicé,vert"
80480-24-6,CCCC(C)C1OCC(C)(CCC)CO1,"épicé,herbe,huile,jasmin,vert"
80623-07-0,CCOC(=O)[C@@]12CCC[C@@H]1[C@H]3CC[C@@H]2C3,"bonbon,floral,fruité,rhum"
80657-64-3,CCOC(=O)[C@@]12CCC[C@@H]1[C@@H]3CC[C@H]2C3,"bonbon,floral,fruité,rhum"
80858-47-5,C1CCC(CC1)OCCc2ccccc2,"balsamique,framboise,fruité,jacinthe,métal,vert"
80866-83-7,CCCC(=O)OC[C@@H](C)c1ccccc1,"abricot,épicé,fruité,légume,poivre,poivre noir,rhum"
81-14-1,CC(=O)c1c(C)c(c(c(c1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,"musc,poudré,savon"
81-15-2,Cc1c(c(C)c(c(c1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O)[N+]([O-])=O,"doux,musc,savon"
81782-77-6,CCCCCC(O)C(/C)=C/CC,"fruité,huile,kiwi,lys,violette"
81783-01-9,CC(C)\C(=N/O)C(C)(C)C\C=C(/C)C=C,"herbe,raisin,rose,sauge,vert"
81786-73-4,CC(C(/C)=C(\C)C(C)=O)C(C)(C)C,"balsamique,floral,pin,violette"
81925-81-7,CCC(C)C(=O)\C=C\C,"cacao,café,doux,fruit à coque,noisette,terre"
821-55-6,CCCCCCCC(C)=O,"beurre,cire d'abeille,doux,fromage,fruité,herbe,lactique,noix de coco,savon,terre,vert"
82185-41-9,Nc1ccccc1C(=O)OCc2ccccc2,"lys,raisin"
823-22-3,CC1CCCC(=O)O1,"crème,épicé,fruité,noix de coco"
82461-14-1,CC1CC(C)(CO1)c2ccccc2,"raisin,rhubarbe"
825-51-4,OC1CCC2CCCCC2C1,"menthé,muguet"
82654-98-6,CCCCOCc1ccc(O)c(OC)c1,fruité
82784-84-7,CC(C)C(/C)=C/CC(C)C=O,"doux,melon,ozone,vert"
828-26-2,CC1(C)SC(C)(C)SC(C)(C)S1,"baie,bourgeon de cassis,brûlé,frais,fruité,menthé,mûre,raisin,soufré,terre,vert"
83-34-1,Cc1c[nH]c2ccccc12,"civette,fécal,naphtaline"
83-66-9,COc1c(cc(c(C)c1[N+]([O-])=O)[N+]([O-])=O)C(C)(C)C,"ambrette,doux"
83783-86-2,C\C=C(/C)C(=O)OCC=C(C)C,"jasmin,ylang-ylang"
84012-64-6,CCC(=O)OCC(C)(C)CC1=C(C)CCC1C(C)=C,"animal,musc"
84029-92-5,CCOC(C)Oc1ccc(\C=C\C)cc1OC,"épicé,floral,œillet"
84029-93-6,CCOC(C)OC(C)(CCCC(C)C)C=C,"cardamome,floral,frais,fruité"
84060-80-0,CC/C=C/CCOC(=O)C(/C)=C/C,"floral,herbe,poire,pomme"
84110-41-8,C/C=C(/C)C(=O)OCCC(C)C=C,"anis,vert"
84254-87-5,C\C=C(\C)C(=O)OC/C=C/c1ccccc1,"herbe,vert"
84434-18-4,CCC(C)C(=O)N(C)c1ccccc1,"agrume,boisé,cèdre,huile,raisin"
84434-20-8,CC/C=C/CCOC(=O)CC(C)=O,"floral,vert"
84560-00-9,CCCCCC1CCCC1O,"fruité,jasmin,magnolia,thé"
84642-56-8,CC(=C)C1CCC(C)(C1=C)C(=O)C2CCCC2=O,cèdre
84642-57-9,CC1CC(CC(=O)C2CCCC2=O)CC(C)(C)C1,animal
84642-60-4,CCCCC/C=C/COC(=O)CCC,"baie,beurre,fruité"
84681-92-5,CCC1(O)C2(C)CCCC1(C)CC2,"racine,terre"
84697-09-6,CCCCC\C(C=O)=C\c1ccc(C)cc1,"baie,héliotrope,mimosa,vert"
84788-08-9,CCCCC/C=C/C=C/C(=O)OCCC,"cire d'abeille,frais,gras,légume,melon,poire,vert"
85-91-6,CNc1ccccc1C(=O)OC,"boisé,doux,floral,frais,fruité,moisi,phénolé,poudré,raisin,vin"
85136-10-3,CC(O)C(C)(CC=C(C)C)C=C,lavande
85351-07-1,CCCCCCCCCC(C)CC#N,"algue,huile,marin,vert"
85392-04-7,CCC/C=C/CCCCC(O)=O,"beurre,lactique"
85508-08-3,CCCCCCOC(=O)C(C)\C=C\C,"cire d'abeille,doux,épicé,fruité,melon,poire,vert"
85586-67-0,CC(C)C(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,"balsamique,boisé,camphre,épicé,herbe,sapin,savon,terre"
86-26-0,COc1ccccc1c2ccccc2,fruité
868-57-5,CCC(C)C(=O)OC,"ester,éther,floral,frais,fruité,gras,muguet,poire,pomme,pomme verte,poudré,vert"
86803-90-9,COC1CC2CC1C3CC(CC23)C=O,"floral,ozone"
87-05-8,CCOc1ccc2C(=CC(=O)Oc2c1)C,noix
87-19-4,CC(C)COC(=O)c1ccccc1O,"doux,épicé,floral,frais,fruité,herbe,orchidée"
87-20-7,CC(C)CCOC(=O)c1ccccc1O,"algue,boisé,capucine,cire d'abeille,floral,herbe,huile,métal,orchidée,savon,vert"
87-22-9,Oc1ccccc1C(=O)OCCc2ccccc2,"balsamique,floral,jacinthe,médicinal,métal,œillet,plastique,poudré,rose"
87-25-2,CCOC(=O)c1ccccc1N,"doux,fleur d'oranger,floral,fruité,menthé,raisin"
87-29-6,Nc1ccccc1C(=O)OC\C=C\c2ccccc2,raisin
87-41-2,O=C1OCc2ccccc12,"anisé,coumarine,crème,doux,fève tonka,floral,légume,noix de coco,phénolé,poudré,vert"
87-44-5,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1,"boisé,clou de girofle,épicé,fruit à coque,poivre,poudré"
87-55-8,CCC(=O)OC1=C(C)CCC1=O,"beurre,caramel"
87-91-2,CCOC(=O)C(O)C(O)C(=O)OCC,vin
870-23-5,SCC=C,"ail,alliacé,bouillon,carbonisé,grillé,oignon,oignon cuit,poireau,soufré"
87061-04-9,CC(C)C1CCC(C)CC1OCC(O)CO,vanille
871-22-7,CCCCOC(C)OCCCC,"algue,rose,vert"
87310-12-1,CCCCCCCCCOC(=O)CCCCCCCC,"aldéhyde,fruité,huile,orange,rose"
874-66-8,C/C(C=O)=C/c1occc1,"boisé,cannelle,épicé,herbe,médicinal"
874-90-8,COc1ccc(cc1)C#N,"aubépine,coumarine,floral,foin"
87641-23-4,C[C@@H]1CC(C)(C)[C@@H]2CC[C@H](C[C@@H]12)CC(C)=O,tabac
87641-24-5,CC1OCC2(CO1)CC3CCC2C3,"galbanum,rhubarbe,vert"
88-09-5,CCC(CC)C(O)=O,"baie,crème,fruité,lactique,whisky"
88-15-3,CC(=O)c1sccc1,"fruit à coque,malté,noisette,noix,oignon"
88-29-9,CCc1cc2c(cc1C(C)=O)C(C)(C)CCC2(C)C,"ambrette,musc"
88-41-5,CC(=O)OC1CCCCC1C(C)(C)C,"boisé,herbe,pomme,pomme verte,vert"
88-60-8,Cc1ccc(c(O)c1)C(C)(C)C,animal
88-69-7,CC(C)c1ccccc1O,"boisé,brûlé,caoutchouc,fumée,grillé,phénolé,résineux,solvant,whisky"
88-84-6,CC1CCC(CC2=C1CCC2C)=C(C)C,"balsamique,boisé,épicé,fromage de chèvre,myrrhe,poudré"
880-36-4,CCCCCCCCc1sccc1,moisi
881-68-5,COc1cc(C=O)ccc1OC(C)=O,"balsamique,crème,doux,héliotrope,poudré,vanille"
882-33-7,S(Sc1ccccc1)c2ccccc2,"brûlé,soufré,terre"
89-43-0,COC(=O)c1ccccc1N=CCC(C)CCCC(C)(C)O,"doux,fleur d'oranger,lys"
89-48-5,CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC(C)=O,"frais,fruité,menthé,thé"
89-74-7,CC(=O)c1ccc(C)cc1C,"boisé,doux,menthé,mimosa"
89-78-1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,"boisé,frais,menthé,menthol"
